id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id,dev_id,application_id
314,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",19168,t,f,t,2024-05-01 12:20:20.349,866500000,8,15,874068619,4/5,125000,3333,IiIi,15168,
315,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",19110,t,f,t,2024-05-01 12:20:31.378,866100000,7,15,874079530,4/5,125000,3333,IiIi,15169,
316,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",19059,t,f,t,2024-05-01 12:20:42.407,866100000,7,15,874090513,4/5,125000,3333,IiIi,15170,
317,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",19008,t,f,t,2024-05-01 12:20:53.432,866100000,7,15,874101548,4/5,125000,3333,IiIi,15171,
318,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",18957,t,f,t,2024-05-01 12:21:04.453,866100000,7,15,874112563,4/5,125000,3333,IiIi,15172,
319,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",18906,t,f,t,2024-05-01 12:21:15.478,866100000,7,15,874123588,4/5,125000,3333,IiIi,15173,
320,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",18855,t,f,t,2024-05-01 12:21:26.503,866100000,7,15,874134615,4/5,125000,3333,IiIi,15174,
321,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",18804,t,f,t,2024-05-01 12:21:37.551,866100000,7,15,874145633,4/5,125000,3333,IiIi,15175,
322,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",18753,t,f,t,2024-05-01 12:21:48.576,866300000,7,15,874156684,4/5,125000,3333,IiIi,15176,
323,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",18702,t,f,t,2024-05-01 12:21:59.601,866500000,7,15,874167709,4/5,125000,3333,IiIi,15177,
324,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",18651,t,f,t,2024-05-01 12:22:10.634,866300000,7,15,874178737,4/5,125000,3333,IiIi,15178,
325,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",17245,t,f,t,2024-05-01 12:22:28.175,866900000,12,15,874196322,4/5,125000,3333,IiIi,15179,
326,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",15926,t,f,t,2024-05-01 12:22:42.203,866500000,12,15,874210404,4/5,125000,3333,IiIi,15180,
327,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",15067,t,f,t,2024-05-01 12:22:55.228,866500000,11,15,874223254,4/5,125000,3333,IiIi,15181,
328,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",14597,t,f,t,2024-05-01 12:23:07.256,866500000,10,15,874235263,4/5,125000,3333,IiIi,15182,
329,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",14382,t,f,t,2024-05-01 12:23:18.782,866500000,9,15,874246787,4/5,125000,3333,IiIi,15183,
330,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",14286,t,f,t,2024-05-01 12:23:29.804,866500000,8,15,874258069,4/5,125000,3333,IiIi,15184,
331,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",14228,t,f,t,2024-05-01 12:23:40.83,866300000,7,15,874268974,4/5,125000,3333,IiIi,15185,
332,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",14177,t,f,t,2024-05-01 12:23:51.853,866100000,7,15,874279961,4/5,125000,3333,IiIi,15186,
333,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",14126,t,f,t,2024-05-01 12:24:02.879,866500000,7,15,874290987,4/5,125000,3333,IiIi,15187,
334,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",14075,t,f,t,2024-05-01 12:24:13.91,866300000,7,15,874302013,4/5,125000,3333,IiIi,15188,
335,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",14024,t,f,t,2024-05-01 12:24:24.932,866100000,7,15,874313041,4/5,125000,3333,IiIi,15189,
336,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",13973,t,f,t,2024-05-01 12:24:35.953,866500000,7,15,874324058,4/5,125000,3333,IiIi,15190,
337,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",13922,t,f,t,2024-05-01 12:24:46.974,866100000,7,15,874335084,4/5,125000,3333,IiIi,15191,
338,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",13871,t,f,t,2024-05-01 12:24:58.01,866500000,7,15,874346102,4/5,125000,3333,IiIi,15192,
339,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",13820,t,f,t,2024-05-01 12:25:09.038,866500000,7,15,874357139,4/5,125000,3333,IiIi,15193,
340,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",13769,t,f,t,2024-05-01 12:25:20.06,866300000,7,15,874368165,4/5,125000,3333,IiIi,15194,
341,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",12363,t,f,t,2024-05-01 12:25:37.588,866900000,12,15,874385743,4/5,125000,3333,IiIi,15195,
342,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",11044,t,f,t,2024-05-01 12:25:51.622,866100000,12,15,874399801,4/5,125000,3333,IiIi,15196,
343,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",10185,t,f,t,2024-05-01 12:26:04.647,866300000,11,15,874412669,4/5,125000,3333,IiIi,15197,
344,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",9715,t,f,t,2024-05-01 12:26:16.671,866500000,10,15,874424686,4/5,125000,3333,IiIi,15198,
345,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",9500,t,f,t,2024-05-01 12:26:28.201,866100000,9,15,874436201,4/5,125000,3333,IiIi,15199,
346,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",9404,t,f,t,2024-05-01 12:26:39.242,866300000,8,15,874447482,4/5,125000,3333,IiIi,15200,
347,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",9346,t,f,t,2024-05-01 12:26:50.265,866300000,7,15,874458408,4/5,125000,3333,IiIi,15201,
348,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",9295,t,f,t,2024-05-01 12:27:01.296,866300000,7,15,874469388,4/5,125000,3333,IiIi,15202,
349,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",9244,t,f,t,2024-05-01 12:27:12.322,866100000,7,15,874480426,4/5,125000,3333,IiIi,15203,
350,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",9193,t,f,t,2024-05-01 12:27:23.346,866500000,7,15,874491452,4/5,125000,3333,IiIi,15204,
351,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",9142,t,f,t,2024-05-01 12:27:34.369,866100000,7,15,874502478,4/5,125000,3333,IiIi,15205,
352,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",9091,t,f,t,2024-05-01 12:27:45.392,866300000,7,15,874513501,4/5,125000,3333,IiIi,15206,
353,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",9040,t,f,t,2024-05-01 12:27:56.414,866500000,7,15,874524519,4/5,125000,3333,IiIi,15207,
354,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",8989,t,f,t,2024-05-01 12:28:07.438,866500000,7,15,874535545,4/5,125000,3333,IiIi,15208,
355,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",8938,t,f,t,2024-05-01 12:28:18.463,866300000,7,15,874546570,4/5,125000,3333,IiIi,15209,
356,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",8887,t,f,t,2024-05-01 12:28:29.486,866500000,7,15,874557594,4/5,125000,3333,IiIi,15210,
357,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",7481,t,f,t,2024-05-01 12:28:47.036,866900000,12,15,874575169,4/5,125000,3333,IiIi,15211,
358,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",6162,t,f,t,2024-05-01 12:29:01.065,866300000,12,15,874589256,4/5,125000,3333,IiIi,15212,
359,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",5303,t,f,t,2024-05-01 12:29:14.09,866500000,11,15,874602111,4/5,125000,3333,IiIi,15213,
360,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",4833,t,f,t,2024-05-01 12:29:26.114,866100000,10,15,874614123,4/5,125000,3333,IiIi,15214,
361,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",4618,t,f,t,2024-05-01 12:29:37.637,866500000,9,15,874625640,4/5,125000,3333,IiIi,15215,
362,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",4522,t,f,t,2024-05-01 12:29:48.658,866100000,8,15,874636918,4/5,125000,3333,IiIi,15216,
363,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",4464,t,f,t,2024-05-01 12:29:59.681,866500000,7,15,874647831,4/5,125000,3333,IiIi,15217,
364,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",4413,t,f,t,2024-05-01 12:30:10.703,866100000,7,15,874658812,4/5,125000,3333,IiIi,15218,
365,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",4362,t,f,t,2024-05-01 12:30:21.727,866300000,7,15,874669828,4/5,125000,3333,IiIi,15219,
366,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",4311,t,f,t,2024-05-01 12:30:32.768,866100000,7,15,874680856,4/5,125000,3333,IiIi,15220,
367,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",4260,t,f,t,2024-05-01 12:30:43.79,866100000,7,15,874691892,4/5,125000,3333,IiIi,15221,
368,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",4209,t,f,t,2024-05-01 12:30:54.812,866100000,7,15,874702919,4/5,125000,3333,IiIi,15222,
369,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",4158,t,f,t,2024-05-01 12:31:05.844,866500000,7,15,874713936,4/5,125000,3333,IiIi,15223,
370,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",4107,t,f,t,2024-05-01 12:31:16.882,866100000,7,15,874724973,4/5,125000,3333,IiIi,15224,
371,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",4056,t,f,t,2024-05-01 12:31:27.904,866100000,7,15,874736009,4/5,125000,3333,IiIi,15225,
372,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",4005,t,f,t,2024-05-01 12:31:38.927,866500000,7,15,874747026,4/5,125000,3333,IiIi,15226,
715,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",29282,t,f,t,2024-05-01 17:31:47.863,866500000,7,15,892755995,4/5,125000,3333,VVVV,15569,
716,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",29231,t,f,t,2024-05-01 17:31:58.887,866500000,7,15,892767021,4/5,125000,3333,VVVV,15570,
373,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",2599,t,f,t,2024-05-01 12:31:56.46,866900000,12,15,874764605,4/5,125000,3333,IiIi,15227,
374,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",1280,t,f,t,2024-05-01 12:32:10.485,866100000,12,15,874778672,4/5,125000,3333,IiIi,15228,
375,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",421,t,f,t,2024-05-01 12:32:23.51,866500000,11,15,874791529,4/5,125000,3333,IiIi,15229,
376,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35254,t,f,t,2024-05-01 13:10:04.719,866300000,11,15,877052708,4/5,125000,3333,IiIi,15230,
377,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",34595,t,f,t,2024-05-01 13:10:16.742,866300000,11,15,877065078,4/5,125000,3333,IiIi,15231,
378,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",34125,t,f,t,2024-05-01 13:10:28.766,866100000,10,15,877076770,4/5,125000,3333,IiIi,15232,
379,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",33910,t,f,t,2024-05-01 13:10:40.289,866300000,9,15,877088288,4/5,125000,3333,IiIi,15233,
380,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",33814,t,f,t,2024-05-01 13:10:51.314,866300000,8,15,877099569,4/5,125000,3333,IiIi,15234,
381,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",33756,t,f,t,2024-05-01 13:11:02.335,866500000,7,15,877110485,4/5,125000,3333,IiIi,15235,
382,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",33705,t,f,t,2024-05-01 13:11:13.357,866100000,7,15,877121461,4/5,125000,3333,IiIi,15236,
383,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",33654,t,f,t,2024-05-01 13:11:24.378,866100000,7,15,877132489,4/5,125000,3333,IiIi,15237,
384,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",33603,t,f,t,2024-05-01 13:11:35.399,866300000,7,15,877143505,4/5,125000,3333,IiIi,15238,
385,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",33552,t,f,t,2024-05-01 13:11:46.421,866100000,7,15,877154533,4/5,125000,3333,IiIi,15239,
386,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",33501,t,f,t,2024-05-01 13:11:57.444,866100000,7,15,877165553,4/5,125000,3333,IiIi,15240,
387,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",33450,t,f,t,2024-05-01 13:12:08.467,866100000,7,15,877176574,4/5,125000,3333,IiIi,15241,
388,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",33399,t,f,t,2024-05-01 13:12:19.492,866300000,7,15,877187590,4/5,125000,3333,IiIi,15242,
389,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",33348,t,f,t,2024-05-01 13:12:30.533,866100000,7,15,877198614,4/5,125000,3333,IiIi,15243,
390,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",33297,t,f,t,2024-05-01 13:12:41.569,866100000,7,15,877209658,4/5,125000,3333,IiIi,15244,
391,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",31891,t,f,t,2024-05-01 13:12:59.1,866900000,12,15,877227252,4/5,125000,3333,IiIi,15245,
392,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",30572,t,f,t,2024-05-01 13:13:13.131,866100000,12,15,877241317,4/5,125000,3333,IiIi,15246,
393,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",29713,t,f,t,2024-05-01 13:13:26.155,866300000,11,15,877254185,4/5,125000,3333,IiIi,15247,
394,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",29243,t,f,t,2024-05-01 13:13:38.18,866500000,10,15,877266195,4/5,125000,3333,IiIi,15248,
395,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",29028,t,f,t,2024-05-01 13:13:49.704,866300000,9,15,877277713,4/5,125000,3333,IiIi,15249,
396,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",28932,t,f,t,2024-05-01 13:14:00.729,866100000,8,15,877288994,4/5,125000,3333,IiIi,15250,
397,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",28874,t,f,t,2024-05-01 13:14:11.75,866100000,7,15,877299904,4/5,125000,3333,IiIi,15251,
398,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",28823,t,f,t,2024-05-01 13:14:22.771,866500000,7,15,877310880,4/5,125000,3333,IiIi,15252,
399,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",28772,t,f,t,2024-05-01 13:14:33.796,866300000,7,15,877321906,4/5,125000,3333,IiIi,15253,
400,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",28721,t,f,t,2024-05-01 13:14:44.823,866300000,7,15,877332932,4/5,125000,3333,IiIi,15254,
401,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",28670,t,f,t,2024-05-01 13:14:55.844,866300000,7,15,877343957,4/5,125000,3333,IiIi,15255,
402,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",28619,t,f,t,2024-05-01 13:15:06.868,866100000,7,15,877354972,4/5,125000,3333,IiIi,15256,
403,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",28568,t,f,t,2024-05-01 13:15:17.89,866100000,7,15,877365995,4/5,125000,3333,IiIi,15257,
404,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",28517,t,f,t,2024-05-01 13:15:28.913,866500000,7,15,877377021,4/5,125000,3333,IiIi,15258,
405,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",28466,t,f,t,2024-05-01 13:15:39.936,866300000,7,15,877388045,4/5,125000,3333,IiIi,15259,
406,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",28415,t,f,t,2024-05-01 13:15:50.964,866300000,7,15,877399062,4/5,125000,3333,IiIi,15260,
407,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",27009,t,f,t,2024-05-01 13:16:08.495,866900000,12,15,877416652,4/5,125000,3333,IiIi,15261,
408,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",25690,t,f,t,2024-05-01 13:16:22.519,866300000,12,15,877430718,4/5,125000,3333,IiIi,15262,
409,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",24831,t,f,t,2024-05-01 13:16:35.544,866100000,11,15,877443572,4/5,125000,3333,IiIi,15263,
410,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",24361,t,f,t,2024-05-01 13:16:47.567,866500000,10,15,877455586,4/5,125000,3333,IiIi,15264,
411,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",24146,t,f,t,2024-05-01 13:16:59.089,866500000,9,15,877467105,4/5,125000,3333,IiIi,15265,
412,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",24050,t,f,t,2024-05-01 13:17:10.111,866100000,8,15,877478376,4/5,125000,3333,IiIi,15266,
413,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",23992,t,f,t,2024-05-01 13:17:21.134,866300000,7,15,877489289,4/5,125000,3333,IiIi,15267,
414,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",23941,t,f,t,2024-05-01 13:17:32.16,866100000,7,15,877500274,4/5,125000,3333,IiIi,15268,
415,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",23890,t,f,t,2024-05-01 13:17:43.2,866100000,7,15,877511293,4/5,125000,3333,IiIi,15269,
416,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",23839,t,f,t,2024-05-01 13:17:54.223,866500000,7,15,877522338,4/5,125000,3333,IiIi,15270,
417,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",23788,t,f,t,2024-05-01 13:18:05.247,866100000,7,15,877533365,4/5,125000,3333,IiIi,15271,
418,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",23737,t,f,t,2024-05-01 13:18:16.27,866500000,7,15,877544382,4/5,125000,3333,IiIi,15272,
419,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",23686,t,f,t,2024-05-01 13:18:27.292,866100000,7,15,877555407,4/5,125000,3333,IiIi,15273,
420,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",23635,t,f,t,2024-05-01 13:18:38.324,866300000,7,15,877566423,4/5,125000,3333,IiIi,15274,
421,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",23584,t,f,t,2024-05-01 13:18:49.362,866100000,7,15,877577459,4/5,125000,3333,IiIi,15275,
422,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",23533,t,f,t,2024-05-01 13:19:00.401,866100000,7,15,877588495,4/5,125000,3333,IiIi,15276,
423,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",22127,t,f,t,2024-05-01 13:19:17.945,866900000,12,15,877606088,4/5,125000,3333,IiIi,15277,
424,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",20808,t,f,t,2024-05-01 13:19:31.974,866100000,12,15,877620164,4/5,125000,3333,IiIi,15278,
425,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",19949,t,f,t,2024-05-01 13:19:45.002,866100000,11,15,877633030,4/5,125000,3333,IiIi,15279,
426,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",19479,t,f,t,2024-05-01 13:19:57.027,866500000,10,15,877645042,4/5,125000,3333,IiIi,15280,
427,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",19264,t,f,t,2024-05-01 13:20:08.551,866300000,9,15,877656560,4/5,125000,3333,IiIi,15281,
428,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",19168,t,f,t,2024-05-01 13:20:19.571,866100000,8,15,877667845,4/5,125000,3333,IiIi,15282,
429,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",19110,t,f,t,2024-05-01 13:20:30.595,866300000,7,15,877678748,4/5,125000,3333,IiIi,15283,
430,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",19059,t,f,t,2024-05-01 13:20:41.62,866500000,7,15,877689733,4/5,125000,3333,IiIi,15284,
431,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",19008,t,f,t,2024-05-01 13:20:52.643,866100000,7,15,877700754,4/5,125000,3333,IiIi,15285,
432,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",18957,t,f,t,2024-05-01 13:21:03.673,866300000,7,15,877711780,4/5,125000,3333,IiIi,15286,
433,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",18906,t,f,t,2024-05-01 13:21:14.697,866100000,7,15,877722810,4/5,125000,3333,IiIi,15287,
434,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",18855,t,f,t,2024-05-01 13:21:25.721,866500000,7,15,877733837,4/5,125000,3333,IiIi,15288,
435,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",18804,t,f,t,2024-05-01 13:21:36.761,866500000,7,15,877744855,4/5,125000,3333,IiIi,15289,
436,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",18753,t,f,t,2024-05-01 13:21:47.797,866100000,7,15,877755891,4/5,125000,3333,IiIi,15290,
437,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",18702,t,f,t,2024-05-01 13:21:58.822,866100000,7,15,877766929,4/5,125000,3333,IiIi,15291,
438,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",18651,t,f,t,2024-05-01 13:22:09.845,866500000,7,15,877777959,4/5,125000,3333,IiIi,15292,
439,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",17245,t,f,t,2024-05-01 13:22:27.375,866900000,12,15,877795538,4/5,125000,3333,IiIi,15293,
440,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",15926,t,f,t,2024-05-01 13:22:41.4,866300000,12,15,877809601,4/5,125000,3333,IiIi,15294,
441,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",15067,t,f,t,2024-05-01 13:22:54.426,866300000,11,15,877822457,4/5,125000,3333,IiIi,15295,
442,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",14597,t,f,t,2024-05-01 13:23:06.448,866500000,10,15,877834469,4/5,125000,3333,IiIi,15296,
443,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",14382,t,f,t,2024-05-01 13:23:17.977,866500000,9,15,877845989,4/5,125000,3333,IiIi,15297,
444,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",14286,t,f,t,2024-05-01 13:23:28.999,866300000,8,15,877857269,4/5,125000,3333,IiIi,15298,
445,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",14228,t,f,t,2024-05-01 13:23:40.026,866500000,7,15,877868181,4/5,125000,3333,IiIi,15299,
446,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",14177,t,f,t,2024-05-01 13:23:51.053,866100000,7,15,877879165,4/5,125000,3333,IiIi,15300,
447,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",14126,t,f,t,2024-05-01 13:24:02.077,866100000,7,15,877890190,4/5,125000,3333,IiIi,15301,
448,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",14075,t,f,t,2024-05-01 13:24:13.103,866500000,7,15,877901214,4/5,125000,3333,IiIi,15302,
449,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",14024,t,f,t,2024-05-01 13:24:24.125,866300000,7,15,877912239,4/5,125000,3333,IiIi,15303,
450,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",13973,t,f,t,2024-05-01 13:24:35.15,866300000,7,15,877923264,4/5,125000,3333,IiIi,15304,
451,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",13922,t,f,t,2024-05-01 13:24:46.18,866300000,7,15,877934291,4/5,125000,3333,IiIi,15305,
452,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",13871,t,f,t,2024-05-01 13:24:57.205,866300000,7,15,877945316,4/5,125000,3333,IiIi,15306,
453,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",13820,t,f,t,2024-05-01 13:25:08.234,866300000,7,15,877956340,4/5,125000,3333,IiIi,15307,
454,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",13769,t,f,t,2024-05-01 13:25:19.256,866500000,7,15,877967375,4/5,125000,3333,IiIi,15308,
